Trends file:
Created by:		chris
Created on:\tt09/18/2021T14:31:1631989880Z
Number of trends:	20
Country:		united_states
Zulu,#0,#1,#2,#3,#4,#5,#6,#7,#8,#9,#10,#11,#12,#13,#14,#15,#16,#17,#18,#19,
10/11/2021T06:00:1633946405Z,Packers,Jets,Giants vs Cowboys,Raiders,Astros,Bills vs Chiefs,Southwest Airlines,Chargers,Red Sox Game,Kim Kardashian,Columbus Day,Spain vs France,Jacksonville Jaguars,Broncos vs Steelers,Halsey,49ers vs Cardinals,Dolphins vs Buccaneers,F1,Eagles vs Panthers,Jelani Day,
10/11/2021T07:00:1633950006Z,Packers,Bills,Giants vs Cowboys,Jets,Astros,Southwest Airlines,Chargers,Red Sox Game,Kim Kardashian,Columbus Day,Jacksonville Jaguars,Broncos vs Steelers,Halsey,49ers vs Cardinals,USMNT,Dolphins vs Buccaneers,France vs Spain,F1,Spain vs France,Patriots Vs. Texans,
10/11/2021T08:00:1633953606Z,Packers,Bills,Giants vs Cowboys,Jets,Raiders,Southwest Airlines,Astros,Chargers,Red Sox - Game,Kim Kardashian,Columbus Day,Spain vs France,Jacksonville Jaguars,Broncos vs Steelers,Halsey,49ers vs Cardinals,USMNT,Dolphins vs Buccaneers,F1,Patriots Vs. Texans,
10/11/2021T09:00:1633957206Z,Packers,Bills,Giants vs Cowboys,Jets,Southwest Airlines,Astros,Raiders,Chargers,Red Sox - Game,Kim Kardashian,Columbus Day,Spain vs France,Broncos vs Steelers,Jacksonville Jaguars,Halsey,Dolphins vs Buccaneers,F1,Jelani Day,Eagles vs Panthers,49ers vs Cardinals,
10/11/2021T10:00:1633960805Z,Packers,Bills,Giants vs Cowboys,Jets,Raiders,Astros,Southwest Airlines,Columbus Day,Chargers,Red Sox - Game,Kim Kardashian,Spain vs France,Jacksonville Jaguars,Broncos vs Steelers,Halsey,USMNT,Dolphins vs Buccaneers,F1,Jelani Day,Patriots Vs. Texans,
10/11/2021T11:00:1633964406Z,Packers,Bills,Giants vs Cowboys,Jets,Raiders,Southwest Airlines,Astros,Columbus Day,Chargers,Red Sox - Game,Kim Kardashian,Jacksonville Jaguars,Broncos vs Steelers,Spain vs France,Halsey,Severe Thunderstorm warning,Dolphins vs Buccaneers,F1,Jelani Day,Patriots Vs. Texans,
10/11/2021T12:00:1633968006Z,Chiefs,Packers,Giants vs Cowboys,Jets,Raiders,Southwest Airlines,Astros,Columbus Day,Chargers,Red Sox - Game,Kim Kardashian,Spain vs France,Jacksonville Jaguars,Broncos vs Steelers,Halsey,Mexico vs Honduras,Dolphins vs Buccaneers,F1,Jelani Day,Timothee Chalamet,
10/11/2021T13:00:1633971606Z,Chiefs,Packers,Giants vs Cowboys,Jets,Raiders,Southwest Airlines,Astros,Chargers,Columbus Day,Red Sox - Game,Kim Kardashian,Spain vs France,Broncos vs Steelers,Jacksonville Jaguars,49ers vs Cardinals,Halsey,Mexico vs Honduras,Dolphins vs Buccaneers,F1,Patriots vs Texans,
10/11/2021T14:00:1633975206Z,Austrian Chancellor Sebastian Kurz,Chiefs,Packers,Giants vs Cowboys,Jets,Astros,Southwest Airlines,Columbus Day,Raiders,Chargers,Red Sox - Game,Kim Kardashian,Spain vs France,Jacksonville Jaguars,Broncos vs Steelers,49ers vs Cardinals,Halsey,USMNT,Dolphins vs Buccaneers,F1,
10/11/2021T15:00:1633978806Z,Earthquake Hawaii,Austrian Chancellor Sebastian Kurz,Chiefs,Packers,Columbus Day,Giants vs Cowboys,Astros,Southwest Airlines,Jets,Raiders,Chargers,Red Sox - Game,Kim Kardashian,Spain vs France,Broncos vs Steelers,Jacksonville Jaguars,49ers vs Cardinals,Halsey,USMNT,Dolphins vs Buccaneers,
10/11/2021T16:00:1633982406Z,John Cusack,Granville Adams,Gruden email,Hawaii earthquake,Austrian Chancellor Sebastian Kurz,Chiefs,Packers,Columbus Day,Giants vs Cowboys,Southwest Airlines,White Sox,Jets,Raiders,Chargers,Red Sox - Game,Kim Kardashian,Broncos vs Steelers,Jacksonville Jaguars,Spain vs France,49ers vs Cardinals,
10/11/2021T17:00:1633986007Z,Earthquake Hawaii,Granville Adams,Scream 5,Gruden email,Chiefs,Packers,Columbus Day,Southwest Airlines,White Sox,Giants vs Cowboys,Jets,Raiders,Chargers,Red Sox Game,Kim Kardashian,Broncos vs Steelers,Jacksonville Jaguars,Jelani Day,Spain vs France,49ers vs Cardinals,
10/11/2021T18:00:1633989606Z,Earthquake Hawaii,John Cusack,Granville Adams,Seth Small,Scream 5,Gruden email,Austrian Chancellor Sebastian Kurz,Chiefs,Packers,Columbus Day,Southwest Airlines,White Sox,Giants vs Cowboys,Jets,Raiders,Chargers,Red Sox Game,Kim Kardashian,Broncos vs Steelers,Spain vs France,
10/11/2021T19:00:1633993206Z,Granville Adams,Scream 5,Hawaii earthquake,National Coming Out Day,Gruden email,Tropical Storm Pamela,Chiefs,Packers,Columbus Day,Southwest Airlines,White Sox,Giants vs Cowboys,Jets,Chargers,Red Sox Game,Kim Kardashian,Spain vs France,Jelani Day,Jacksonville Jaguars,49ers vs Cardinals,
10/11/2021T20:00:1633996806Z,Jon Gruden email,Hawaii earthquake,John Cusack,Seth Small,Granville Adams,National Coming Out Day,Scream 5,Austrian Chancellor Sebastian Kurz,Chiefs,Packers,Columbus Day,Southwest Airlines,White Sox,Giants vs Cowboys,Jets,Raiders,Chargers,Red Sox Game,Kim Kardashian,Boston Marathon 2021,
10/11/2021T21:00:1634000405Z,Jon Gruden email,Hawaii earthquake,John Cusack,Granville Adams,National Coming Out Day,Scream 5,Brewers vs Braves,Argentina,Austrian Chancellor Sebastian Kurz,Chiefs,Packers,Columbus Day,Southwest Airlines,White Sox,Giants vs Cowboys,Jets,Raiders,Chargers,Red Sox Game,Kim Kardashian,
10/11/2021T23:00:1634007606Z,Jon Gruden email,Hawaii earthquake,John Cusack,Meghan King,Seth Small,National Coming Out Day,Granville Adams,Indianapolis Colts,Brewers vs Braves,Tropical Storm Pamela,Chuck Liddell,Argentina,Austrian Chancellor Sebastian Kurz,Chiefs,Packers,Columbus Day,Giants vs Cowboys,Southwest Airlines,White Sox,Chargers,
10/12/2021T00:00:1634011211Z,Meghan King,Hawaii earthquake,National Coming Out Day,Seth Small,Granville Adams,Indianapolis Colts,Brewers vs Braves,Scream 5,Chuck Liddell,Tropical Storm Pamela,Gruden email,Austrian Chancellor Sebastian Kurz,Chiefs,Packers,Columbus Day,Giants vs Cowboys,Southwest Airlines,White Sox,Chargers,Jets,
10/12/2021T01:00:1634014807Z,DeMaurice Smith,Meghan King,Brewers vs Braves,Hawaii earthquake,National Coming Out Day,Seth Small,Indianapolis Colts,Granville Adams,Matt Amodio,Scream 5,Chuck Liddell,Tropical Storm Pamela,Argentina,Austrian Chancellor Sebastian Kurz,Chiefs,Packers,Columbus Day,Giants vs Cowboys,Southwest Airlines,White Sox,
10/12/2021T02:00:1634018406Z,Jon Gruden email,Atlanta Braves,Colts,National Coming Out Day,Will Poulter,Matt Amodio,Eternals,Hawaii earthquake,Seth Small,Chicago weather,Granville Adams,Cuffe Owens,Chuck Liddell,Scream 5,Tropical Storm Pamela,Cole Beasley,Plane crash San Diego,Argentina,Austrian Chancellor Sebastian Kurz,Chiefs,
10/12/2021T03:00:1634022006Z,Colts,Atlanta Braves,Will Poulter,National Coming Out Day,Matt Amodio,John Cusack,Eternals,Hawaii earthquake,Ben Simmons,Seth Small,Granville Adams,Cuffe Owens,Chuck Liddell,Scream 5,Judge Judy Petri Hawkins-Byrd,Demi Lovato,Plane crash San Diego,Tropical Storm Pamela,Cole Beasley,Argentina,
10/12/2021T04:00:1634025606Z,Atlanta Braves,Will Poulter,Matt Amodio,John Cusack,National Coming Out Day,Eternals,DC Comics Superman bisexual,Hawaii earthquake,Ben Simmons,Seth Small,Jesy Nelson,Cuffe Owens,Granville Adams,Chuck Liddell,Demi Lovato,Judge Judy Petri Hawkins-Byrd,Scream 5,Plane crash San Diego,Tropical Storm Pamela,J.R. Smith,
10/12/2021T05:00:1634029205Z,Ravens,Atlanta Braves,Will Poulter,National Coming Out Day,Matt Amodio,John Cusack,Eternals,Ben Simmons,Jesy Nelson,Chicago weather,Cuffe Owens,Granville Adams,Chuck Liddell,Demi Lovato,Judge Judy Petri Hawkins-Byrd,Plane crash San Diego,Hawaii earthquake,Rich Bisaccia,Tropical Storm Pamela,J.R. Smith,
10/12/2021T06:00:1634032805Z,Ravens,Dodgers,Atlanta Braves,Will Poulter,National Coming Out Day,Matt Amodio,John Cusack,Eternals,Ben Simmons,Jesy Nelson,Cuffe Owens,Chicago weather,Camila Cabello,Chuck Liddell,Demi Lovato,Granville Adams,Plane crash San Diego,Judge Judy Petri Hawkins-Byrd,Rich Bisaccia,Hawaii earthquake,
10/12/2021T07:00:1634036405Z,Ravens,Dodgers,Atlanta Braves,Will Poulter,National Coming Out Day,John Cusack,Eternals,Ben Simmons,Hawaii earthquake,Cuffe Owens,Chicago weather,Camila Cabello,Demi Lovato,Jeopardy!,Chuck Liddell,Granville Adams,Plane crash San Diego,Judge Judy Petri Hawkins-Byrd,Rich Bisaccia,J.R. Smith,
10/12/2021T08:00:1634040005Z,Hillary Clinton,Mark Harmon,Ravens,Dodgers,Atlanta Braves,Will Poulter,John Cusack,DC Comics Superman bisexual,National Coming Out Day,Eternals,Ben Simmons,Hawaii earthquake,Jesy Nelson,Cuffe Owens,Chicago weather,Camila Cabello,Demi Lovato,Chuck Liddell,Jeopardy!,Granville Adams,
10/12/2021T09:00:1634043605Z,Mark Harmon,Hillary Clinton,Ravens,Dodgers,Atlanta Braves,Will Poulter,John Cusack,DC Comics Superman bisexual,National Coming Out Day,Eternals,Ben Simmons,Hawaii earthquake,Jesy Nelson,Cuffe Owens,Demi Lovato,Chicago weather,Camila Cabello,Chuck Liddell,Jeopardy!,Granville Adams,
10/12/2021T10:00:1634047206Z,Mark Harmon,Hillary Clinton,Ravens,Dodgers,Atlanta Braves,Will Poulter,Matt Amodio,John Cusack,DC Comics Superman bisexual,National Coming Out Day,Eternals,Ben Simmons,Hawaii earthquake,Cuffe Owens,Demi Lovato,Chicago weather,Chuck Liddell,Granville Adams,Plane crash San Diego,Judge Judy Petri Hawkins-Byrd,
10/12/2021T11:00:1634050806Z,Mark Harmon,Hillary Clinton,Ravens,Dodgers,Atlanta Braves,Will Poulter,Matt Amodio,John Cusack,DC Comics Superman bisexual,National Coming Out Day,Eternals,Ben Simmons,Hawaii earthquake,Jesy Nelson,Seth Small,Cuffe Owens,Demi Lovato,Chicago weather,Chuck Liddell,Granville Adams,
10/12/2021T12:00:1634054409Z,Mark Harmon,Hillary Clinton,Ravens,Atlanta Braves,Boston Marathon,Matt Amodio,John Cusack,Adam Warlock,DC Comics Superman bisexual,National Coming Out Day,Ben Simmons,Eternals,Hawaii earthquake,Jesy Nelson,Demi Lovato,Cuffe Owens,Camila Cabello,Chicago weather,Chuck Liddell,Granville Adams,
10/12/2021T13:00:1634058006Z,Mark Harmon,Hillary Clinton,Ravens,Dodgers,Atlanta Braves,National Coming Out Day,Boston Marathon,Matt Amodio,Adam Warlock,John Cusack,Ben Simmons,Eternals,Hawaii earthquake,Jesy Nelson,Demi Lovato,Cuffe Owens,Chicago weather,Chuck Liddell,Plane crash San Diego,Rich Bisaccia,
10/12/2021T14:00:1634061606Z,Mark Harmon,Hillary Clinton,Seattle Kraken,Ravens,Dodgers,Atlanta Braves,National Coming Out Day,Matt Amodio,Adam Warlock,John Cusack,Ben Simmons,Eternals,Jesy Nelson,Hawaii earthquake,Southwest flight cancellations,Demi Lovato,Cuffe Owens,Chuck Liddell,Chicago weather,Plane crash San Diego,
10/12/2021T15:00:1634065206Z,Mark Harmon,Hillary Clinton,Seattle Kraken,Ravens,Atlanta Braves,Will Poulter,National Coming Out Day,Matt Amodio,Plane crash San Diego,John Cusack,Ben Simmons,Jesy Nelson,Eternals,Hawaii earthquake,Demi Lovato,Southwest flight cancellations,Cuffe Owens,Chuck Liddell,Chicago weather,Rich Bisaccia,
10/12/2021T16:00:1634068807Z,Mark Harmon,Hillary Clinton,Seattle Kraken,Ravens,Atlanta Braves,Will Poulter,Matt Amodio,Plane crash San Diego,Superman,Cuffe Owens,Ben Simmons,John Cusack,Jesy Nelson,National Coming Out Day,Eternals,Hawaii earthquake,Demi Lovato,Southwest flight cancellations,Chuck Liddell,Rich Bisaccia,
10/12/2021T17:00:1634072406Z,Megan Fox,Mark Harmon,Carl Nassib,Seattle Kraken,Hillary Clinton,Alisal Fire,Ron Howard,Helena Modrzejewska,Ravens,Dodgers,Atlanta Braves,Matt Amodio,Adam Warlock,Plane crash San Diego,Superman,Cuffe Owens,Ben Simmons,John Cusack,Jesy Nelson,National Coming Out Day,
10/12/2021T18:00:1634076006Z,Tom Cruise,Mark Harmon,Megan Fox,Carl Nassib,Alisal Fire,Seattle Kraken,Hillary Clinton,Queen Elizabeth,Ron Howard,Chelsea Handler,Helena Modrzejewska,Ravens,Dodgers,Atlanta Braves,Will Poulter,Matt Amodio,Plane crash San Diego,Superman,Cuffe Owens,Jesy Nelson,
10/12/2021T19:00:1634079606Z,Kyrie Irving,Mark Harmon,Tom Cruise,Megan Fox,Alisal Fire,Seattle Kraken,Hillary Clinton,Ron Howard,Queen Elizabeth,Chelsea Handler,Helena Modrzejewska,Ravens,Dodgers,Atlanta Braves,Will Poulter,Matt Amodio,Plane crash San Diego,Superman,Jesy Nelson,Cuffe Owens,
10/12/2021T20:00:1634083206Z,Kyrie Irving,Mark Harmon,Tom Cruise,Megan Fox,Chelsea Handler,Alisal Fire,Seattle Kraken,Hillary Clinton,Ron Howard,Queen Elizabeth,Helena Modrzejewska,Ravens,Dodgers,Atlanta Braves,Will Poulter,Matt Amodio,Plane crash San Diego,Superman,Jesy Nelson,Cuffe Owens,
10/12/2021T21:00:1634086806Z,Gabby Petito,Kyrie Irving,Mark Harmon,Megan Fox,Tom Cruise,Chelsea Handler,Alisal Fire,Seattle Kraken,Queen Elizabeth,Hillary Clinton,Ron Howard,Greg Abbott,Helena Modrzejewska,Dodgers,Atlanta Braves,Will Poulter,Matt Amodio,Plane crash San Diego,Superman,Jesy Nelson,
10/12/2021T22:00:1634090406Z,Gabby Petito,Kyrie Irving,Mark Harmon,Megan Fox,Tom Cruise,Chelsea Handler,Alisal Fire,Seattle Kraken,Queen Elizabeth,Ron Howard,Hillary Clinton,Greg Abbott,Helena Modrzejewska,Ravens,Dodgers,Atlanta Braves,Will Poulter,Matt Amodio,Plane crash San Diego,Superman,
10/12/2021T23:00:1634094006Z,Gabby Petito,Kyrie Irving,Mark Harmon,Megan Fox,Tom Cruise,Chelsea Handler,Alisal Fire,Seattle Kraken,Queen Elizabeth,Ron Howard,Hillary Clinton,Smash Mouth,Greg Abbott,Solar flares,Helena Modrzejewska,Colts,Dodgers,Atlanta Braves,Will Poulter,Matt Amodio,
10/13/2021T00:00:1634097606Z,Gabby Petito,NCIS,Kyrie Irving,Back 4 Blood,Megan Fox,Tom Cruise,Chelsea Handler,Alisal Fire,Seattle Kraken,Queen Elizabeth,Ron Howard,Hillary Clinton,Smash Mouth,Chucky' TV Series,Greg Abbott,Solar flares,Ravens,Dodgers,Atlanta Braves,Will Poulter,
10/13/2021T01:00:1634101206Z,Gabby Petito,NCIS,Kyrie Irving,Back 4 Blood,Megan Fox,Tom Cruise,Alisal Fire,NHL,Seattle Kraken,Queen Elizabeth,Ron Howard,Hillary Clinton,Smash Mouth,Jo Koy,Chucky TV series,Greg Abbott,Zaire Wade,Tyga,Ravens,Giants vs Dodgers,
10/13/2021T02:00:1634104806Z,Gabby Petito,NCIS,Kyrie Irving,Back 4 Blood,Megan Fox,Tom Cruise,Alisal Fire,Chelsea Handler,NHL,Seattle Kraken,Queen Elizabeth,Ron Howard,Smash Mouth,Chucky TV series,Hillary Clinton,ALCS schedule,Tyga,Zaire Wade,Greg Abbott,Ravens,
10/13/2021T03:00:1634108405Z,Gabby Petito,NCIS,Kyrie Irving,Back 4 Blood,NHL,Megan Fox,Tom Cruise,Alisal Fire,Chelsea Handler,Seattle Kraken,Queen Elizabeth,Ron Howard,Chucky TV series,Smash Mouth,Hillary Clinton,ALCS schedule,Tyga,Maxine Waters,Greg Abbott,Brian Goldner,
10/13/2021T04:00:1634112005Z,Gabby Petito,NCIS,Kyrie Irving,Carl Nassib,NHL,Seattle Kraken,Back 4 Blood,Megan Fox,Tom Cruise,Alisal Fire,Chelsea Handler,Brian Goldner,Queen Elizabeth,Chucky TV series,Ron Howard,Tyga,Hillary Clinton,Zaire Wade,Maxine Waters,Greg Abbott,
10/13/2021T05:00:1634115606Z,Gabby Petito,NCIS,Kyrie Irving,Seattle Kraken,Carl Nassib,Back 4 Blood,Megan Fox,Alisal Fire,Tom Cruise,Chelsea Handler,Hasbro CEO Brian Goldner,Chucky TV series,Queen Elizabeth,Ron Howard,Smash Mouth,Tyga,Hillary Clinton,Tampa Bay Lightning,Zaire Wade,Maxine Waters,
10/13/2021T06:00:1634119206Z,Gabby Petito,NCIS,Seattle Kraken,Carl Nassib,Back 4 Blood,Megan Fox,Alisal Fire,Tom Cruise,Chelsea Handler,Hasbro CEO Brian Goldner,Tampa Bay Lightning,Chucky TV series,Queen Elizabeth,Ron Howard,Smash Mouth,Tyga,Hillary Clinton,Maxine Waters,Low-dose aspirin heart attack,Greg Abbott,
10/13/2021T07:00:1634122806Z,Gabby Petito,Kyrie Irving,NCIS,Seattle Kraken,Carl Nassib,Back 4 Blood,Megan Fox,Tom Cruise,Chelsea Handler,Hasbro CEO Brian Goldner,Chucky TV series,Alisal Fire,Queen Elizabeth,Ron Howard,Smash Mouth,Tyga,Tampa Bay Lightning,Hillary Clinton,Low-dose aspirin heart attack,Maxine Waters,
10/13/2021T08:00:1634126406Z,Gabby Petito,Kyrie Irving,NCIS,Seattle Kraken,Carl Nassib,Back 4 Blood,Megan Fox,Alisal Fire,Tom Cruise,Hasbro CEO Brian Goldner,Chelsea Handler,Tampa Bay Lightning,Chucky TV series,Queen Elizabeth,Ron Howard,Tyga,Low-dose aspirin heart attack,Hillary Clinton,Maxine Waters,Greg Abbott,
10/13/2021T09:00:1634130006Z,Gabby Petito,Kyrie Irving,Seattle Kraken,NCIS,Carl Nassib,Back 4 Blood,Megan Fox,Alisal Fire,Tom Cruise,Hasbro CEO Brian Goldner,Chelsea Handler,Tampa Bay Lightning,Chucky TV series,Queen Elizabeth,Ron Howard,Tyga,Low-dose aspirin heart attack,Hillary Clinton,Maxine Waters,Appalachian State football,
10/13/2021T10:00:1634133606Z,Lakers,Gabby Petito,Kyrie Irving,Seattle Kraken,NCIS,Carl Nassib,Back 4 Blood,Megan Fox,Alisal Fire,Tom Cruise,Hasbro CEO Brian Goldner,Chelsea Handler,Tampa Bay Lightning,Chucky TV series,Queen Elizabeth,Ron Howard,Tyga,Low-dose aspirin heart attack,Hillary Clinton,Home Sweet Home Alone,
10/13/2021T11:00:1634137206Z,Lakers,Gabby Petito,Kyrie Irving,Seattle Kraken,NCIS,Carl Nassib,Back 4 Blood,Megan Fox,Alisal Fire,Tom Cruise,Hasbro CEO Brian Goldner,Chelsea Handler,Tampa Bay Lightning,Chucky TV series,Queen Elizabeth,Ron Howard,Tyga,Low-dose aspirin heart attack,Maxine Waters,Hillary Clinton,
10/13/2021T12:00:1634140806Z,Lakers,Gabby Petito,Kyrie Irving,Seattle Kraken,NCIS,Carl Nassib,Back 4 Blood,Megan Fox,Alisal Fire,Tom Cruise,Hasbro CEO Brian Goldner,Chelsea Handler,Tampa Bay Lightning,Santee plane crash,Chucky TV series,Queen Elizabeth,Ron Howard,Tyga,Smash Mouth,Low-dose aspirin heart attack,
10/13/2021T13:00:1634144405Z,Lakers,Gabby Petito,Kyrie Irving,Seattle Kraken,NCIS,Carl Nassib,Back 4 Blood,Alisal Fire,Megan Fox,Tom Cruise,Hasbro CEO Brian Goldner,Chelsea Handler,Tampa Bay Lightning,Chucky TV series,Brandon Freyre,Queen Elizabeth,Ron Howard,Tyga,Low-dose aspirin heart attack,Maxine Waters,
10/13/2021T14:00:1634148005Z,Lakers,Snapchat,Gabby Petito,Kyrie Irving,Seattle Kraken,NCIS,Carl Nassib,Back 4 Blood,Alisal Fire,Megan Fox,Hasbro CEO Brian Goldner,Tom Cruise,Chelsea Handler,Tampa Bay Lightning,Chucky TV series,Brandon Freyre,Tyga,Queen Elizabeth,Ron Howard,Low-dose aspirin heart attack,
10/13/2021T15:00:1634151606Z,Lakers,Snapchat,Blue Origin,Gabby Petito,Kyrie Irving,NCIS,NHL,Seattle Kraken,Back 4 Blood,Hasbro CEO Brian Goldner,Alisal Fire,Tom Cruise,Carl Nassib,Chelsea Handler,Chucky TV series,Brandon Freyre,Tyga,Queen Elizabeth,Ron Howard,Smash Mouth,
10/13/2021T16:00:1634155206Z,William Shatner,Lakers,Snapchat,Gabby Petito,Kyrie Irving,NCIS,Seattle Kraken,NHL,Carl Nassib,Back 4 Blood,Hasbro CEO Brian Goldner,Megan Fox,Alisal Fire,Tom Cruise,Chelsea Handler,Santee plane crash,Brandon Freyre,Chucky TV series,Tyga,Queen Elizabeth,
10/13/2021T17:00:1634158806Z,William Shatner,Lakers,Snapchat,Wendy Williams,Gabby Petito,Kyrie Irving,NCIS,Seattle Kraken,NHL,Astros vs White Sox,Carl Nassib,Back 4 Blood,Hasbro CEO Brian Goldner,Megan Fox,Alisal Fire,Tom Cruise,Chelsea Handler,Brandon Freyre,Chucky TV series,Tyga,
10/13/2021T18:00:1634162406Z,William Shatner,Lakers,Snapchat,Marlon Mack,Robin Williams,Wendy Williams,Gabby Petito,Kyrie Irving,NCIS,Seattle Kraken,NHL,Astros vs White Sox,Back 4 Blood,Hasbro CEO Brian Goldner,Megan Fox,Alisal Fire,Tom Cruise,Chelsea Handler,Brandon Freyre,Chucky TV series,
10/13/2021T19:00:1634166006Z,William Shatner,Lakers,Snapchat,Astros vs White Sox,Marlon Mack,Robin Williams,Wendy Williams,Adam Schefter,Gabby Petito,Kyrie Irving,NCIS,Seattle Kraken,NHL,Back 4 Blood,Keyshawn Johnson,Hasbro CEO Brian Goldner,Megan Fox,Alisal Fire,Tom Cruise,Chelsea Handler,
10/13/2021T20:00:1634169607Z,William Shatner,Lakers,Snapchat,Astros vs White Sox,Robin Williams,Adam Schefter,Wendy Williams,Dopesick,Gabby Petito,Kyrie Irving,NCIS,Seattle Kraken,NHL,Back 4 Blood,Hasbro CEO Brian Goldner,Megan Fox,Alisal Fire,Tom Cruise,Chelsea Handler,Chucky TV series,
10/13/2021T21:00:1634173206Z,William Shatner,Snapchat,Astros vs White Sox,Warriors,Adam Schefter,Robin Williams,Dopesick,Wendy Williams,Gabby Petito,Kyrie Irving,NCIS,Seattle Kraken,NHL,Hasbro CEO Brian Goldner,Back 4 Blood,Tyga,Megan Fox,Alisal Fire,Tom Cruise,Chelsea Handler,
10/13/2021T22:00:1634176806Z,William Shatner,Lakers,Snapchat,Astros vs White Sox,Adam Schefter,Robin Williams,Dopesick,Wendy Williams,Lizzo,Gabby Petito,Kyrie Irving,NCIS,Seattle Kraken,Hasbro CEO Brian Goldner,Back 4 Blood,Keyshawn Johnson,NHL,Megan Fox,Alisal Fire,Tom Cruise,
10/13/2021T23:00:1634180405Z,William Shatner,Lakers,Snapchat,Astros vs White Sox,Adam Schefter,Dopesick,Robin Williams,Marlon Mack,Mexico vs Salvador,Olivia Wilde,Wendy Williams,Lizzo,Gabby Petito,Kyrie Irving,Seattle Kraken,NCIS,Hasbro CEO Brian Goldner,Back 4 Blood,Megan Fox,Alisal Fire,
10/14/2021T00:00:1634184006Z,William Shatner,Lakers,Snapchat,Astros vs White Sox,Mexico vs Salvador,Dopesick,Robin Williams,Havana Syndrome,Marlon Mack,Olivia Wilde,KiXSTAr,Wendy Williams,Lizzo,Derrick Rose,Gabby Petito,Kyrie Irving,NCIS,Seattle Kraken,Hasbro CEO Brian Goldner,Back 4 Blood,
10/14/2021T01:00:1634187610Z,William Shatner,Lakers,Snapchat,Astros vs White Sox,USMNT,Mexico vs Salvador,Adam Schefter,Dopesick,Robin Williams,Havana Syndrome,Marlon Mack,KiXSTAr,Olivia Wilde,Lizzo,Wendy Williams,Derrick Rose,Gabby Petito,Kyrie Irving,NCIS,Seattle Kraken,
